Município;Cargo;Nome;Partido;Genero
SALO√Å;VEREADOR;JAMEL√ÉO;MDB;MASCULINO
IPUBI;VEREADOR;AFONSO BARROS;PSB;MASCULINO
IPUBI;VEREADOR;JOSEVAN GESSEIRO;PODE;MASCULINO
MORENO;VEREADOR;MARILIA RUFINO;PT;FEMININO
MORENO;VEREADOR;ENFERMEIRA MARGARETI;PP;FEMININO
PAULISTA;VEREADOR;RAUL;PC do B;MASCULINO
PAULISTA;VEREADOR;GEORGE FREITAS;PT;MASCULINO
SERRA TALHADA;VEREADOR;T√âRCIO SIQUEIRA;PSD;MASCULINO
SERRA TALHADA;VEREADOR;ROSIMERIO DE CUCA;PT;MASCULINO
BET√ÇNIA;VEREADOR;LENA DE PEL√îKA;PSD;FEMININO
LAJEDO;VEREADOR;EVANDRO COUTO;PSDB;MASCULINO
LAJEDO;VEREADOR;FLAVIANO QUINTINO;REPUBLICANOS;MASCULINO
LAJEDO;VEREADOR;ADELSON ENFERMEIRO;REPUBLICANOS;MASCULINO
PETROLINA;VEREADOR;MAJOR ENFERMEIRO;PDT;MASCULINO
PETROLINA;VEREADOR;OS√ìRIO SIQUEIRA;REPUBLICANOS;MASCULINO
ITA√çBA;PREFEITO;PEDRO PILOTA;REPUBLICANOS;MASCULINO
MORENO;PREFEITO;EDMILSON CUPERTINO;PP;MASCULINO
CAPOEIRAS;PREFEITO;NEGO DO MERCADO;PSB;MASCULINO
BUENOS AIRES;VEREADOR;CONDESSA DE Z√â LUIZ;PSB;MASCULINO
BUENOS AIRES;VEREADOR;LENILSON DA BANCA;PODE;MASCULINO
ARCOVERDE;VEREADOR;LUIZA MARGARIDA;PSB;FEMININO
ARCOVERDE;VEREADOR;JO√ÉO TAXISTA;PSB;MASCULINO
ARCOVERDE;VEREADOR;HERIBERTO DO SACOL√ÉO;PODE;MASCULINO
GARANHUNS;VEREADOR;ALCINDO CORREIA;PSB;MASCULINO
LAGOA DO OURO;VEREADOR;MARQUINHOS CAVALCANTE;PP;MASCULINO
LAGOA DO OURO;VEREADOR;LENIVALDO BARROS;PSD;MASCULINO
PASSIRA;VEREADOR;T√ÉO DA SA√öDE;AVANTE;MASCULINO
PASSIRA;VEREADOR;JUNIOR DE D√ÉO CA√áATUBA;PP;MASCULINO
TRINDADE;VEREADOR;JA√âCIO S√Å;UNI√ÉO;MASCULINO
TRINDADE;VEREADOR;AMADO EDILSON;PSD;MASCULINO
TRINDADE;VEREADOR;EDVAN DO GESSO;PSDB;MASCULINO
ABREU E LIMA;VEREADOR;MURILINHO DO POVO;PSB;MASCULINO
INGAZEIRA;VEREADOR;DEORLANDA CARVALHO;PSB;FEMININO
INGAZEIRA;VEREADOR;ARGEMIRO DA CAI√áARA;PSB;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;TALLYS MAIA;PSD;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;IRM√ÉO ANT√îNIO;REPUBLICANOS;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;BILU;PT;FEMININO
S√ÉO BENEDITO DO SUL;VEREADOR;MESSIAS RODRIGUES;PSDB;MASCULINO
TRIUNFO;VEREADOR;EUS√âBIO DE JERIC√ì;MDB;MASCULINO
VIC√äNCIA;VEREADOR;JORGE DA CH√É DE FOGO;PSB;MASCULINO
CALUMBI;VEREADOR;EDINALDO DA SAUDE;AVANTE;MASCULINO
CAPOEIRAS;VEREADOR;MAURI SANTANA;PSB;MASCULINO
CAPOEIRAS;VEREADOR;GERALDO DO ALEGRE;REPUBLICANOS;MASCULINO
PARNAMIRIM;VEREADOR;DIDI;PP;MASCULINO
PETROL√ÇNDIA;VEREADOR;KENO DO LOGRADOURO;PT;MASCULINO
PETROL√ÇNDIA;VEREADOR;JADINHO DA CLINICA;REPUBLICANOS;MASCULINO
SANHAR√ì;VEREADOR;DEZO DE MULUNGU;PC do B;MASCULINO
SANTA CRUZ DA BAIXA VERDE;VEREADOR;VAL√âRIA DE LEQUE BR√ÅS;REPUBLICANOS;FEMININO
SANTA MARIA DO CAMBUC√Å;VEREADOR;MITA DA SERRINHA;PV;MASCULINO
SANTA MARIA DO CAMBUC√Å;VEREADOR;EDINHO DE NOFA;PSD;MASCULINO
SANTA MARIA DO CAMBUC√Å;VEREADOR;L√âO DE GORDUCHA;PSD;MASCULINO
TACAIMB√ì;VEREADOR;FAIA DE RIACHO;PSB;MASCULINO
TACAIMB√ì;VEREADOR;LIA BRA√öNA;UNI√ÉO;FEMININO
TACAIMB√ì;VEREADOR;C√çCERO ALUIZIO;PSDB;MASCULINO
SAIR√â;PREFEITO;GILDO DIAS;PT;MASCULINO
TORITAMA;PREFEITO;SERGIO COLIN;MDB;MASCULINO
CAET√âS;VEREADOR;IRM√ÉO NALDINHO;PDT;MASCULINO
S√ÉO JO√ÉO;PREFEITO;WILSON LIMA;PP;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;SARGENTO ALMEIDA;PSD;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;TEREZA;PP;FEMININO
CABO DE SANTO AGOSTINHO;VEREADOR;AZIEL;PP;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;VEVEL DAS PRAIAS;PSDB;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;MARCOS M√ÉO AMIGA;PSB;MASCULINO
CEDRO;VEREADOR;MIGUEL LEITE;REPUBLICANOS;MASCULINO
RIACHO DAS ALMAS;VEREADOR;NESTOR DO BORDADO;PSDB;MASCULINO
RIACHO DAS ALMAS;VEREADOR;PROFESSOR Z√â CARLOS;PT;MASCULINO
TABIRA;VEREADOR;ESTEFANY DE JUNIOR;PSDB;FEMININO
IBIMIRIM;VEREADOR;M√âRCIO VIEIRA;UNI√ÉO;MASCULINO
IBIMIRIM;VEREADOR;CALINE DE CLEUBER;UNI√ÉO;FEMININO
JATOB√Å;VEREADOR;EUDES JUNIOR;PODE;MASCULINO
JOAQUIM NABUCO;VEREADOR;ALINE;PSDB;FEMININO
SANTA CRUZ;VEREADOR;CLEDJANE JAC√ì;AVANTE;FEMININO
S√ÉO LOUREN√áO DA MATA;VEREADOR;HENRIQUE LOB√ÉO;MDB;MASCULINO
S√ÉO LOUREN√áO DA MATA;VEREADOR;LEONARDO BARBOSA;PSB;MASCULINO
S√ÉO LOUREN√áO DA MATA;VEREADOR;LUCIANO DO CRUZEIRO;PSB;MASCULINO
TERRA NOVA;VEREADOR;VER√îNICA CALLOU;UNI√ÉO;FEMININO
TERRA NOVA;VEREADOR;MARCINHO RIBEIRO;AVANTE;MASCULINO
ILHA DE ITAMARAC√Å;PREFEITO;PAULO GALV√ÉO;PSDB;MASCULINO
JUPI;PREFEITO;RIVANDA;PSD;FEMININO
MARAIAL;PREFEITO;MARLOS HENRIQUE;PSDB;MASCULINO
BARRA DE GUABIRABA;VEREADOR;F√Å DE MO√áA;PSDB;MASCULINO
BARRA DE GUABIRABA;VEREADOR;GILSON DA SA√öDE;PSDB;MASCULINO
BARRA DE GUABIRABA;VEREADOR;GENTIL;PP;MASCULINO
TACARATU;PREFEITO;WASHINGTON;MDB;MASCULINO
CARUARU;VEREADOR;JORGE QUINTINO;PODE;MASCULINO
OROB√ì;VEREADOR;TIL DE CH√É DO ROCHA;UNI√ÉO;MASCULINO
OROB√ì;VEREADOR;ISAC AGUIAR;PSDB;MASCULINO
SIRINHA√âM;VEREADOR;MARCOS DA KOMBI;MDB;MASCULINO
XEX√âU;VEREADOR;AMIGO AD√çLIO;PSDB;MASCULINO
XEX√âU;VEREADOR;NEN√âM DE BAC√â;PSD;FEMININO
XEX√âU;VEREADOR;DEIVION;PSD;MASCULINO
ESCADA;VEREADOR;EMANUEL DA BOMBONIERE ;AGIR;MASCULINO
GOIANA;VEREADOR;DR. WAGNER MONTEIRO;REPUBLICANOS;MASCULINO
GOIANA;VEREADOR;ANDR√â DO FORR√ì DOS ERRADOS;PP;MASCULINO
SERT√ÇNIA;VEREADOR;DOIA;PSDB;MASCULINO
SERT√ÇNIA;VEREADOR;DAMI√ÉO SILVA;PSDB;MASCULINO
VERTENTES;VEREADOR;DONA SANTA;PSD;FEMININO
FERREIROS;VEREADOR;TARC√çSIO;PSB;MASCULINO
IGARASSU;VEREADOR;J√öNIOR BARROS;PP;MASCULINO
IGARASSU;VEREADOR;IRENE MARQUES;AGIR;FEMININO
BU√çQUE;VEREADOR;PEBA DO CARNEIRO;MDB;MASCULINO
MACHADOS;VEREADOR;FABRICIO PIMENTEL;REPUBLICANOS;MASCULINO
MARAIAL;VEREADOR;THAIRYNE DE GINO;PSDB;FEMININO
BU√çQUE;VEREADOR;WELDSON NETO DE Z√â DE N√â;REPUBLICANOS;MASCULINO
CORT√äS;VEREADOR;ALEX DO POVO;PSB;MASCULINO
PO√á√ÉO;VEREADOR;IZA DO CONSELHO;MDB;FEMININO
CORT√äS;VEREADOR;IRM√ÉO JOSIMAR;PSDB;MASCULINO
CORT√äS;VEREADOR;PROFESSOR EDSON;PSDB;MASCULINO
FLORESTA;VEREADOR;DR VICTOR LAERT;PP;MASCULINO
FLORESTA;VEREADOR;GILBERTO QUIRINO;PP;MASCULINO
RECIFE;VEREADOR;LIANA CIRNE;PT;FEMININO
S√ÉO JOAQUIM DO MONTE;VEREADOR;JUDIVAN AGRICULTOR;PSDB;MASCULINO
S√ÉO JOAQUIM DO MONTE;VEREADOR;NEM AMORIM;PSDB;MASCULINO
S√ÉO JOAQUIM DO MONTE;VEREADOR;GUTEMBERG CABRAL;PSDB;MASCULINO
JO√ÉO ALFREDO;VEREADOR;JULIO DE OIM;PODE;MASCULINO
JO√ÉO ALFREDO;VEREADOR;PEU DE BREJINHOS;SOLIDARIEDADE;MASCULINO
S√ÉO JOS√â DO BELMONTE;VEREADOR;EDIOGENES;PSB;MASCULINO
JO√ÉO ALFREDO;VEREADOR;JOZIVAN GUEDES;PSB;MASCULINO
RECIFE;VEREADOR;ALCIDES TEIXEIRA NETO;AVANTE;MASCULINO
RECIFE;VEREADOR;RODRIGO COUTINHO;REPUBLICANOS;MASCULINO
RECIFE;VEREADOR;Z√â NETO;PSB;MASCULINO
RECIFE;VEREADOR;CARLOS MUNIZ;PSB;MASCULINO
VERDEJANTE;VEREADOR;OSNY XAVIER;PT;MASCULINO
CASINHAS;PREFEITO;JULIANA DE CHAPARRAL;UNI√ÉO;FEMININO
FLORESTA;PREFEITO;RORR√ì MANI√áOBA;PP;FEMININO
SERRA TALHADA;PREFEITO;M√ÅRCIA CONRADO;PT;FEMININO
MACHADOS;PREFEITO;JUAREZ DA BANANA;PSB;MASCULINO
SERRITA;PREFEITO;ALEUDO BENEDITO;MDB;MASCULINO
JATOB√Å;PREFEITO;ROG√âRIO FERREIRA;REPUBLICANOS;MASCULINO
LAGOA DO OURO;PREFEITO;EDSON QUEBRA SANTO;PP;MASCULINO
S√ÉO JOS√â DA COROA GRANDE;PREFEITO;BARBOSA;PSD;MASCULINO
TIMBA√öBA;PREFEITO;MARINALDO ROSENDO;PP;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;SIVALDO;PSD;MASCULINO
CONDADO;VEREADOR;SANDRINHA DE PAULINHO;PSB;FEMININO
CONDADO;VEREADOR;BRENO DA CLICK;PP;MASCULINO
CUMARU;VEREADOR;VAL DA INTERNET;PSD;MASCULINO
FLORES;VEREADOR;GUILHERME ANDRADA;MOBILIZA;MASCULINO
FLORES;VEREADOR;JEANE LUCAS;PSB;FEMININO
FLORES;VEREADOR;DAL DA BORRACHARIA;PODE;MASCULINO
PEDRA;VEREADOR;BENEVIDES;PSD;MASCULINO
SAIR√â;VEREADOR;NANDO DE EVERALDO;PT;MASCULINO
√ÅGUAS BELAS;VEREADOR;ERINALDO TEN√ìRIO;REPUBLICANOS;MASCULINO
BELO JARDIM;VEREADOR;TENENTE;REPUBLICANOS;MASCULINO
BELO JARDIM;VEREADOR;RUI NUNES;PSDB;MASCULINO
ITA√çBA;VEREADOR;NETINHO DO SINDCATO;PRD;MASCULINO
ITA√çBA;VEREADOR;MACIEL DE GERSON;REPUBLICANOS;MASCULINO
JUCATI;VEREADOR;CL√çVIO ALENCAR;PSB;MASCULINO
SERRITA;VEREADOR;FABIO DE ZE BELARMINO;MDB;MASCULINO
SERRITA;VEREADOR;JUNIOR DE BAL;SOLIDARIEDADE;MASCULINO
BOM JARDIM;VEREADOR;ANA NERY DE JO√ÉO PRETINHO;UNI√ÉO;FEMININO
BREJO DA MADRE DE DEUS;VEREADOR;MARIA JOS√â DO TAMBOR;PV;FEMININO
BREJO DA MADRE DE DEUS;VEREADOR;ADILSON DAS MOTOS;PSDB;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;JOBSON BARROS;PSDB;MASCULINO
CACHOEIRINHA;VEREADOR;KAKY;PT;MASCULINO
CACHOEIRINHA;VEREADOR;CEC√çLIA MORAIS;PP;FEMININO
OROC√ì;VEREADOR;TATINHA DA SA√öDE;PT;MASCULINO
OROC√ì;VEREADOR;RICARDO AMANDO;MDB;MASCULINO
PRIMAVERA;VEREADOR;TONHO FATEIRO;PSB;MASCULINO
PRIMAVERA;VEREADOR;CL√ÅUDIA DA SA√öDE;PSB;FEMININO
ALAGOINHA;VEREADOR;MATHEUS IN√ÅCIO;PSD;MASCULINO
SALGADINHO;VEREADOR;IRM√ÉO ANDR√â;PSDB;MASCULINO
CARPINA;VEREADOR;V√âI DO √îNIBUS;PODE;MASCULINO
OURICURI;VEREADOR;PEDRO AUGUSTO;MDB;MASCULINO
S√ÉO BENTO DO UNA;VEREADOR;EDSON TOR√â;PSDB;MASCULINO
S√ÉO BENTO DO UNA;VEREADOR;L√âO DA A√á√ÉO SOCIAL;MDB;MASCULINO
S√ÉO BENTO DO UNA;VEREADOR;DIOGO PROFESSOR;PP;MASCULINO
BOM CONSELHO;PREFEITO;DOUTOR ED√âZIO;PV;MASCULINO
AMARAJI;VEREADOR;EDSON ENFERMEIRO;PSB;MASCULINO
ILHA DE ITAMARAC√Å;VEREADOR;JOQUINHA ELETRICISTA;PSDB;MASCULINO
RIBEIR√ÉO;VEREADOR;ELISEU MILIT√ÉO;PSB;MASCULINO
RIBEIR√ÉO;VEREADOR;FERNANDINHO DE AMARA CIGANA;PP;MASCULINO
TACARATU;VEREADOR;C√âLIO DO G√ÅS;REDE;MASCULINO
ALTINHO;VEREADOR;RICARDO RODRIGUES;REPUBLICANOS;MASCULINO
ALTINHO;VEREADOR;TONHO DO BATINGAL;PP;MASCULINO
CAMARAGIBE;VEREADOR;CABE√áA VEREADOR;UNI√ÉO;MASCULINO
FREI MIGUELINHO;VEREADOR;WILLIAM ARRUDA;PSB;MASCULINO
LAGOA DO CARRO;VEREADOR;MATUTO DA INVAS√ÉO;PODE;MASCULINO
LAGOA DO CARRO;VEREADOR;VAN;REPUBLICANOS;MASCULINO
MOREIL√ÇNDIA;VEREADOR;PANCA MARINHEIRO;REPUBLICANOS;MASCULINO
MOREIL√ÇNDIA;VEREADOR;GUSTAVO DE JESER;REPUBLICANOS;MASCULINO
POMBOS;VEREADOR;BETO DA AMBUL√ÇNCIA ;PP;MASCULINO
S√ÉO CAITANO;VEREADOR;GERALDO DA GALINHA;PSD;MASCULINO
S√ÉO CAITANO;VEREADOR;FELIPE DE MANI√áOBA;PSD;MASCULINO
S√ÉO CAITANO;VEREADOR;JEOV√ÅSIO;PP;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;PAULINHO CHAGAS;PSB;MASCULINO
S√ÉO VICENTE F√âRRER;VEREADOR;SENAR;PSB;MASCULINO
DORMENTES;VEREADOR;ZEZINHO DO POV√ÉO;UNI√ÉO;MASCULINO
ITAQUITINGA;VEREADOR;IZAEL DA SA√öDE;PODE;MASCULINO
ARA√áOIABA;PREFEITO;JOGLI UCH√îA;PSD;MASCULINO
FEIRA NOVA;PREFEITO;JOEL GONZAGA;PSD;MASCULINO
AFR√ÇNIO;VEREADOR;OSVALDO CAVALCANTI;PODE;MASCULINO
CARNA√çBA;VEREADOR;ANTONIO VENANCIO;PSB;MASCULINO
CARNA√çBA;VEREADOR;VANDERBIO BANDEGA;UNI√ÉO;MASCULINO
LIMOEIRO;VEREADOR;Z√â HIGINO;MDB;MASCULINO
LIMOEIRO;VEREADOR;MARQUINHO PAZ;PODE;MASCULINO
SANTA TEREZINHA;VEREADOR;MANOEL GRAMP√ÉO;PODE;MASCULINO
SANTA TEREZINHA;VEREADOR;NODO DE GREG√ìRIO;PODE;MASCULINO
AFOGADOS DA INGAZEIRA;VEREADOR;REINALDO LIMA;PSB;MASCULINO
AFOGADOS DA INGAZEIRA;VEREADOR;EDSON DO COSM√âTICO;PSD;MASCULINO
BREJ√ÉO;VEREADOR;RODRIGO DE ROSIVAL;MDB;MASCULINO
CUST√ìDIA;VEREADOR;NITA BARRETO;PSD;FEMININO
GRANITO;VEREADOR;GABRIEL DUARTE;PT;MASCULINO
GRANITO;VEREADOR;AURILIO LACERDA;PT;MASCULINO
GRANITO;VEREADOR;VANVAN MENESES;PSD;MASCULINO
MACAPARANA;VEREADOR;SAMUEL DA AUTO ESCOLA;PP;MASCULINO
MANARI;VEREADOR;NILDA DE WILLIS;PP;FEMININO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;SANDOCA DE TONY;PSD;FEMININO
VERTENTE DO L√âRIO;VEREADOR;EDSON FARIAS;PP;MASCULINO
VERTENTE DO L√âRIO;VEREADOR;CARLOS DO LEITE;PSD;MASCULINO
ALIAN√áA;VEREADOR;ZINHA OLIVEIRA;PSD;FEMININO
ARA√áOIABA;VEREADOR;ZECA DA KOMBY;REPUBLICANOS;MASCULINO
ARA√áOIABA;VEREADOR;SINHO DA RA√á√ÉO;MOBILIZA;MASCULINO
BREJINHO;VEREADOR;BIZU GRAMP√ÉO;REPUBLICANOS;MASCULINO
IPOJUCA;VEREADOR;PROFESSOR EDUARDO;PSD;MASCULINO
PANELAS;VEREADOR;Z√â J√öLIO;MDB;MASCULINO
√ÅGUA PRETA;VEREADOR;L√öCIO GRAVAT√Å;PSB;MASCULINO
√ÅGUA PRETA;VEREADOR;ZUZA O AMIGO DE SEMPRE;PSB;MASCULINO
√ÅGUA PRETA;VEREADOR;NETO DA USINA;PRD;MASCULINO
BEZERROS;VEREADOR;ROG√âRIO DE NATAL;UNI√ÉO;MASCULINO
JUREMA;VEREADOR;EDVAN SOARES;PT;MASCULINO
JUREMA;VEREADOR;ROBERTINHO FILHO;REPUBLICANOS;MASCULINO
PALMARES;VEREADOR;ABRAH√ÉO MARCHANTE;PP;MASCULINO
PESQUEIRA;VEREADOR;SIL XUKURU;PT;MASCULINO
PESQUEIRA;VEREADOR;GEL NAPOLE√ÉO;PL;MASCULINO
PESQUEIRA;VEREADOR;DEMILSON XUKURU;AVANTE;MASCULINO
PESQUEIRA;VEREADOR;NIEL DE MIMOSO;AVANTE;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;ADE√çLTON DE BR√ÅZ;PT;MASCULINO
TORITAMA;VEREADOR;IRM√ÉO FERREIRINHA;MDB;MASCULINO
TORITAMA;VEREADOR;EDINAELSON DO S√ÉO JO√ÉO;PL;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;ANA PAULA DA FACOL;AVANTE;FEMININO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;BAU NOGUEIRA;PSD;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;EDMILSON DE V√ÅRZEA GRANDE;MDB;MASCULINO
SIRINHA√âM;PREFEITO;MANOEL DA RETIFICA;PODE;MASCULINO
SANTA FILOMENA;PREFEITO;GILDEVAN;PSD;MASCULINO
PAULISTA;PREFEITO;RAMOS;PSDB;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;PREFEITO;SOSTENES;PSD;MASCULINO
AGRESTINA;VEREADOR;VAL DE BENA;REPUBLICANOS;MASCULINO
ARARIPINA;VEREADOR;RONNI;PSD;MASCULINO
FEIRA NOVA;VEREADOR;EDINILCE GONZAGA;PSD;FEMININO
FEIRA NOVA;VEREADOR;DONA ROSA;PODE;FEMININO
LAGOA DE ITAENGA;VEREADOR;JOTA CABELEREIRO;REPUBLICANOS;MASCULINO
SOLID√ÉO;VEREADOR;EDILEUZA GOD√ä;PV;FEMININO
SOLID√ÉO;VEREADOR;ADRIANA DO HOSPITAL;PV;FEMININO
TAQUARITINGA DO NORTE;VEREADOR;JAMILLY MYLA;PP;FEMININO
TAQUARITINGA DO NORTE;VEREADOR;JO√ÉO EUGENIO;REPUBLICANOS;MASCULINO
ANGELIM;VEREADOR;BRUNO LACRAIA;PSB;MASCULINO
BODOC√ì;VEREADOR;CHICO BOLIM;PRD;MASCULINO
BONITO;VEREADOR;VAL DA EL√âTRICA;REPUBLICANOS;MASCULINO
BONITO;VEREADOR;DIDI DO PAED;PP;MASCULINO
CANHOTINHO;VEREADOR;DR ROBINHO;PODE;MASCULINO
CANHOTINHO;VEREADOR;SARAH LEANDRO;PODE;FEMININO
CANHOTINHO;VEREADOR;DIDI DO SINDICATO;REPUBLICANOS;MASCULINO
EXU;VEREADOR;RODRIGO AMARO;AVANTE;MASCULINO
EXU;VEREADOR;DAVI MOREIRA;REDE;MASCULINO
EXU;VEREADOR;ANTONIO PARENTE;PV;MASCULINO
GRAVAT√Å;VEREADOR;TADEUZINHO;AVANTE;MASCULINO
GRAVAT√Å;VEREADOR;NINHA PROFESSORA;PSB;FEMININO
ITAMB√â;VEREADOR;Z√â MARIA MARCHANTE;PSB;MASCULINO
ITAPISSUMA;VEREADOR;IRM√É VASTIR;PODE;FEMININO
ITAPISSUMA;VEREADOR;GUEL DO GR√äMIO;PODE;MASCULINO
BOM CONSELHO;VEREADOR;L√âA RAMOS;PSDB;FEMININO
BOM CONSELHO;VEREADOR;ROB√âRIO PAES;PSB;MASCULINO
BOM CONSELHO;VEREADOR;ALIPIO SOARES;PP;MASCULINO
IATI;VEREADOR;RENATO ALMEIDA;REPUBLICANOS;MASCULINO
IATI;VEREADOR;TACIANO MOTA;PP;MASCULINO
NAZAR√â DA MATA;VEREADOR;DANI DANI;MOBILIZA;MASCULINO
NAZAR√â DA MATA;VEREADOR;REX MU√áAMB√ä;MOBILIZA;MASCULINO
RIO FORMOSO;VEREADOR;LANDINHO DE LAU;PSDB;MASCULINO
TAMANDAR√â;VEREADOR;RICARDO DE ON√áA VELHA;PP;MASCULINO
VENTUROSA;VEREADOR;ALDO GUSTAVO;PSB;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;DR TADEU VETERIN√ÅRIO;PV;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;SOU MAIS HUGO;PSD;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;MARCELO ADRIANO ;PDT;MASCULINO
JATA√öBA;VEREADOR;J√öNIOR DO RIACHO DO MEIO;PP;MASCULINO
PAUDALHO;VEREADOR;MINO DE MUSSUREPE;PSDB;MASCULINO
PAUDALHO;VEREADOR;ALCEU GUSM√ÉO;PDT;MASCULINO
TRACUNHA√âM;VEREADOR;L√î DA GUARDA;PSD;MASCULINO
JABOAT√ÉO DOS GUARARAPES;PREFEITO;MANO MEDEIROS;PL;MASCULINO
CATENDE;PREFEITO;DONA GRA√áA;PSDB;FEMININO
CAL√áADO;VEREADOR;CARRIM GUEDES;PP;MASCULINO
CABROB√ì;VEREADOR;ARNALDO DO CALDEIR√ÉO;PDT;MASCULINO
CABROB√ì;VEREADOR;RONY RUSSO;UNI√ÉO;MASCULINO
QUIPAP√Å;VEREADOR;ODAIR LUCENA;PP;MASCULINO
SALO√Å;VEREADOR;LIB√ÇNIA MIRANDA;MDB;FEMININO
IPUBI;VEREADOR;CEZAR VICENTE;PSD;MASCULINO
IPUBI;VEREADOR;DAM√ÅZIO PULQU√âRIO;PSB;MASCULINO
IPUBI;VEREADOR;BETA NASCIMENTO;PODE;FEMININO
MORENO;VEREADOR;RUBEM DO BAR;PL;MASCULINO
MORENO;VEREADOR;TONI DO JO√ÉO PAULO;PL;MASCULINO
MORENO;VEREADOR;CIDI;PP;MASCULINO
PAULISTA;VEREADOR;MARCELLY DA AQUARELA;REPUBLICANOS;FEMININO
PAULISTA;VEREADOR;EUDES FARIAS;MDB;MASCULINO
PAULISTA;VEREADOR;ALEM√ÉO;PC do B;MASCULINO
SERRA TALHADA;VEREADOR;GILLIARD MENDES;PT;MASCULINO
SERRA TALHADA;VEREADOR;ANTONIO RODRIGUES;REPUBLICANOS;MASCULINO
SERRA TALHADA;VEREADOR;NAILSON GOMES;REPUBLICANOS;MASCULINO
SERRA TALHADA;VEREADOR;PINHEIRO PINHEIRINHO;AVANTE;MASCULINO
INAJ√Å;VEREADOR;TIAGO DE LIAZER;REPUBLICANOS;MASCULINO
LAJEDO;VEREADOR;DIOGO QUINTINO;PSDB;MASCULINO
PETROLINA;VEREADOR;ZENILDO DO ALTO DO COCAR;PDT;MASCULINO
PETROLINA;VEREADOR;PROF GILMAR SANTOS;PT;MASCULINO
PETROLINA;VEREADOR;MARQUINHOS AMORIM;REPUBLICANOS;MASCULINO
PETROLINA;VEREADOR;RONALDO CANC√ÉO;REPUBLICANOS;MASCULINO
CEDRO;PREFEITO;RIVA BEZERRA;PSD;FEMININO
TEREZINHA;VEREADOR;REGINALDO BEZERRA;REPUBLICANOS;MASCULINO
ARCOVERDE;VEREADOR;PAULINHO GALINDO;PP;MASCULINO
GARANHUNS;VEREADOR;MARCOS DE ZAQUEU;REPUBLICANOS;MASCULINO
PASSIRA;VEREADOR;MAURICIO FIRMINO;AVANTE;MASCULINO
PASSIRA;VEREADOR;SANDRELLE DE DED√â DA CER√ÇMICA;REPUBLICANOS;FEMININO
ABREU E LIMA;VEREADOR;SENNA DA SAUDE;PSB;MASCULINO
INGAZEIRA;VEREADOR;DJALMINHA VERAS;PSB;MASCULINO
INGAZEIRA;VEREADOR;GUSTAVO VERAS;PSB;MASCULINO
QUIXABA;VEREADOR;LENILDO;AVANTE;MASCULINO
QUIXABA;VEREADOR;JO√ÉO VIANNEY;AVANTE;MASCULINO
QUIXABA;VEREADOR;ELTON DA GIA;PSB;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;EMANUEL RAMOS;PSD;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;CARLINHOS DA COHAB;REPUBLICANOS;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;J√âSSYCA CAVALCANTI;AVANTE;FEMININO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;ADILSON;PL;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;MACIEL;PT;MASCULINO
S√ÉO BENEDITO DO SUL;VEREADOR;JO√ÉO PAULO;PP;MASCULINO
TIMBA√öBA;VEREADOR;LON DE FELIPE DE JACQUES FILHO;PP;MASCULINO
TRIUNFO;VEREADOR;CAMILO FERREIRA;PSB;MASCULINO
TRIUNFO;VEREADOR;MACIO DE SELMINHA;PSB;MASCULINO
TRIUNFO;VEREADOR;Z√â CARLOS;PODE;MASCULINO
TRIUNFO;VEREADOR;JO√ÉO HERMANO;PSDB;MASCULINO
VIC√äNCIA;VEREADOR;MOACIR DA AMBULANCIA;PSDB;MASCULINO
CALUMBI;VEREADOR;THIAGO PEREIRA;PRD;MASCULINO
CAPOEIRAS;VEREADOR;VER√îNICA DE Z√â DE JO√ÉO;PODE;FEMININO
CAPOEIRAS;VEREADOR;LUCINHA DO GALETO;REPUBLICANOS;FEMININO
CASINHAS;VEREADOR;ELIAS DE MUAMBA;PSB;MASCULINO
CASINHAS;VEREADOR;EVERALDO DO MONTADO;PSDB;MASCULINO
